,Sport,Discipline,Code,excel_country,Count,csv_country,Rank,NOC,Gold,Silver,Bronze,Total,Year,HostCountry
15300,Aquatics,Diving,DIV,United Kingdom,2,GBR,10,GBR,9,9,12,30,2004,Greece
15301,Aquatics,Diving,DIV,United Kingdom,2,GBR,4,GBR,19,13,19,51,2008,China
15302,Aquatics,Diving,DIV,United Kingdom,2,GBR,3,GBR,29,18,18,65,2012,United Kingdom
15303,Aquatics,Diving,DIV,United Kingdom,2,GBR,2,GBR,27,23,17,67,2016,Brazil
15304,Aquatics,Diving,DIV,United Kingdom,2,GBR,4,GBR,22,20,22,64,2020,Japan (Postponed To 2021 Due To The Coronavirus Pandemic)
15305,Aquatics,Diving,DIV,United Kingdom,2,GBR,7,GBR,14,22,29,65,2024,France
15306,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,5,GBR,2,3,2,7,1896,Greece
15307,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,3,GBR,15,7,9,31,1900,France
15308,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,9,GBR,1,1,0,2,1904,United States
15309,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,1,GBR,56,51,39,146,1908,United Kingdom
15310,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,3,GBR,10,15,16,41,1912,Sweden
15311,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,4,GBR,14,15,13,42,1920,Belgium
15312,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,4,GBR,9,13,12,34,1924,France
15313,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,11,GBR,3,10,7,20,1928,Netherlands
15314,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,9,GBR,5,7,5,17,1932,United States
15315,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,12,GBR,4,7,3,14,1936,Germany
15316,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,12,GBR,3,14,6,23,1948,United Kingdom
15317,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,18,GBR,1,2,8,11,1952,Finland
15318,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,8,GBR,6,7,11,24,1956,Australia
15319,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,12,GBR,2,6,12,20,1960,Italy
15320,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,10,GBR,4,12,2,18,1964,Japan
15321,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,10,GBR,5,5,3,13,1968,Mexico
15322,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,12,GBR,4,5,9,18,1972,West Germany
15323,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,13,GBR,3,5,5,13,1976,Canada
15324,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,9,GBR,5,7,9,21,1980,Soviet Union
15325,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,11,GBR,5,11,21,37,1984,United States
15326,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,12,GBR,5,10,9,24,1988,South Korea
15327,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,13,GBR,5,3,12,20,1992,Spain
15328,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,36,GBR,1,8,6,15,1996,United States
15329,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,10,GBR,11,10,7,28,2000,Australia
15330,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,10,GBR,9,9,12,30,2004,Greece
15331,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,4,GBR,19,13,19,51,2008,China
15332,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,3,GBR,29,18,18,65,2012,United Kingdom
15333,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,2,GBR,27,23,17,67,2016,Brazil
15334,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,4,GBR,22,20,22,64,2020,Japan (Postponed To 2021 Due To The Coronavirus Pandemic)
15335,Aquatics,Marathon Swimming,OWS,United Kingdom,0,GBR,7,GBR,14,22,29,65,2024,France
15336,Aquatics,Swimming,SWM,United Kingdom,6,GBR,5,GBR,2,3,2,7,1896,Greece
15337,Aquatics,Swimming,SWM,United Kingdom,6,GBR,3,GBR,15,7,9,31,1900,France
15338,Aquatics,Swimming,SWM,United Kingdom,6,GBR,9,GBR,1,1,0,2,1904,United States
15339,Aquatics,Swimming,SWM,United Kingdom,6,GBR,1,GBR,56,51,39,146,1908,United Kingdom
15340,Aquatics,Swimming,SWM,United Kingdom,6,GBR,3,GBR,10,15,16,41,1912,Sweden
15341,Aquatics,Swimming,SWM,United Kingdom,6,GBR,4,GBR,14,15,13,42,1920,Belgium
15342,Aquatics,Swimming,SWM,United Kingdom,6,GBR,4,GBR,9,13,12,34,1924,France
15343,Aquatics,Swimming,SWM,United Kingdom,6,GBR,11,GBR,3,10,7,20,1928,Netherlands
15344,Aquatics,Swimming,SWM,United Kingdom,6,GBR,9,GBR,5,7,5,17,1932,United States
15345,Aquatics,Swimming,SWM,United Kingdom,6,GBR,12,GBR,4,7,3,14,1936,Germany
15346,Aquatics,Swimming,SWM,United Kingdom,6,GBR,12,GBR,3,14,6,23,1948,United Kingdom
15347,Aquatics,Swimming,SWM,United Kingdom,6,GBR,18,GBR,1,2,8,11,1952,Finland
15348,Aquatics,Swimming,SWM,United Kingdom,6,GBR,8,GBR,6,7,11,24,1956,Australia
15349,Aquatics,Swimming,SWM,United Kingdom,6,GBR,12,GBR,2,6,12,20,1960,Italy
15350,Aquatics,Swimming,SWM,United Kingdom,6,GBR,10,GBR,4,12,2,18,1964,Japan
15351,Aquatics,Swimming,SWM,United Kingdom,6,GBR,10,GBR,5,5,3,13,1968,Mexico
15352,Aquatics,Swimming,SWM,United Kingdom,6,GBR,12,GBR,4,5,9,18,1972,West Germany
15353,Aquatics,Swimming,SWM,United Kingdom,6,GBR,13,GBR,3,5,5,13,1976,Canada
15354,Aquatics,Swimming,SWM,United Kingdom,6,GBR,9,GBR,5,7,9,21,1980,Soviet Union
15355,Aquatics,Swimming,SWM,United Kingdom,6,GBR,11,GBR,5,11,21,37,1984,United States
15356,Aquatics,Swimming,SWM,United Kingdom,6,GBR,12,GBR,5,10,9,24,1988,South Korea
15357,Aquatics,Swimming,SWM,United Kingdom,6,GBR,13,GBR,5,3,12,20,1992,Spain
15358,Aquatics,Swimming,SWM,United Kingdom,6,GBR,36,GBR,1,8,6,15,1996,United States
15359,Aquatics,Swimming,SWM,United Kingdom,6,GBR,10,GBR,11,10,7,28,2000,Australia
15360,Aquatics,Swimming,SWM,United Kingdom,6,GBR,10,GBR,9,9,12,30,2004,Greece
15361,Aquatics,Swimming,SWM,United Kingdom,6,GBR,4,GBR,19,13,19,51,2008,China
15362,Aquatics,Swimming,SWM,United Kingdom,6,GBR,3,GBR,29,18,18,65,2012,United Kingdom
15363,Aquatics,Swimming,SWM,United Kingdom,6,GBR,2,GBR,27,23,17,67,2016,Brazil
15364,Aquatics,Swimming,SWM,United Kingdom,6,GBR,4,GBR,22,20,22,64,2020,Japan (Postponed To 2021 Due To The Coronavirus Pandemic)
15365,Aquatics,Swimming,SWM,United Kingdom,6,GBR,7,GBR,14,22,29,65,2024,France
15366,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,5,GBR,2,3,2,7,1896,Greece
15367,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,3,GBR,15,7,9,31,1900,France
15368,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,9,GBR,1,1,0,2,1904,United States
15369,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,1,GBR,56,51,39,146,1908,United Kingdom
15370,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,3,GBR,10,15,16,41,1912,Sweden
15371,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,4,GBR,14,15,13,42,1920,Belgium
15372,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,4,GBR,9,13,12,34,1924,France
15373,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,11,GBR,3,10,7,20,1928,Netherlands
15374,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,9,GBR,5,7,5,17,1932,United States
15375,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,12,GBR,4,7,3,14,1936,Germany
15376,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,12,GBR,3,14,6,23,1948,United Kingdom
15377,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,18,GBR,1,2,8,11,1952,Finland
15378,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,8,GBR,6,7,11,24,1956,Australia
15379,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,12,GBR,2,6,12,20,1960,Italy
15380,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,10,GBR,4,12,2,18,1964,Japan
15381,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,10,GBR,5,5,3,13,1968,Mexico
15382,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,12,GBR,4,5,9,18,1972,West Germany
15383,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,13,GBR,3,5,5,13,1976,Canada
15384,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,9,GBR,5,7,9,21,1980,Soviet Union
15385,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,11,GBR,5,11,21,37,1984,United States
15386,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,12,GBR,5,10,9,24,1988,South Korea
15387,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,13,GBR,5,3,12,20,1992,Spain
15388,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,36,GBR,1,8,6,15,1996,United States
15389,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,10,GBR,11,10,7,28,2000,Australia
15390,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,10,GBR,9,9,12,30,2004,Greece
15391,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,4,GBR,19,13,19,51,2008,China
15392,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,3,GBR,29,18,18,65,2012,United Kingdom
15393,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,2,GBR,27,23,17,67,2016,Brazil
15394,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,4,GBR,22,20,22,64,2020,Japan (Postponed To 2021 Due To The Coronavirus Pandemic)
15395,Aquatics,Water Polo,WPO,United Kingdom,1,GBR,7,GBR,14,22,29,65,2024,France
15396,Archery,Archery,ARC,United Kingdom,3,GBR,5,GBR,2,3,2,7,1896,Greece
15397,Archery,Archery,ARC,United Kingdom,3,GBR,3,GBR,15,7,9,31,1900,France
15398,Archery,Archery,ARC,United Kingdom,3,GBR,9,GBR,1,1,0,2,1904,United States
15399,Archery,Archery,ARC,United Kingdom,3,GBR,1,GBR,56,51,39,146,1908,United Kingdom
15400,Archery,Archery,ARC,United Kingdom,3,GBR,3,GBR,10,15,16,41,1912,Sweden
15401,Archery,Archery,ARC,United Kingdom,3,GBR,4,GBR,14,15,13,42,1920,Belgium
15402,Archery,Archery,ARC,United Kingdom,3,GBR,4,GBR,9,13,12,34,1924,France
15403,Archery,Archery,ARC,United Kingdom,3,GBR,11,GBR,3,10,7,20,1928,Netherlands
15404,Archery,Archery,ARC,United Kingdom,3,GBR,9,GBR,5,7,5,17,1932,United States
15405,Archery,Archery,ARC,United Kingdom,3,GBR,12,GBR,4,7,3,14,1936,Germany
15406,Archery,Archery,ARC,United Kingdom,3,GBR,12,GBR,3,14,6,23,1948,United Kingdom
15407,Archery,Archery,ARC,United Kingdom,3,GBR,18,GBR,1,2,8,11,1952,Finland
15408,Archery,Archery,ARC,United Kingdom,3,GBR,8,GBR,6,7,11,24,1956,Australia
15409,Archery,Archery,ARC,United Kingdom,3,GBR,12,GBR,2,6,12,20,1960,Italy
15410,Archery,Archery,ARC,United Kingdom,3,GBR,10,GBR,4,12,2,18,1964,Japan
15411,Archery,Archery,ARC,United Kingdom,3,GBR,10,GBR,5,5,3,13,1968,Mexico
15412,Archery,Archery,ARC,United Kingdom,3,GBR,12,GBR,4,5,9,18,1972,West Germany
15413,Archery,Archery,ARC,United Kingdom,3,GBR,13,GBR,3,5,5,13,1976,Canada
15414,Archery,Archery,ARC,United Kingdom,3,GBR,9,GBR,5,7,9,21,1980,Soviet Union
15415,Archery,Archery,ARC,United Kingdom,3,GBR,11,GBR,5,11,21,37,1984,United States
15416,Archery,Archery,ARC,United Kingdom,3,GBR,12,GBR,5,10,9,24,1988,South Korea
15417,Archery,Archery,ARC,United Kingdom,3,GBR,13,GBR,5,3,12,20,1992,Spain
15418,Archery,Archery,ARC,United Kingdom,3,GBR,36,GBR,1,8,6,15,1996,United States
15419,Archery,Archery,ARC,United Kingdom,3,GBR,10,GBR,11,10,7,28,2000,Australia
15420,Archery,Archery,ARC,United Kingdom,3,GBR,10,GBR,9,9,12,30,2004,Greece
15421,Archery,Archery,ARC,United Kingdom,3,GBR,4,GBR,19,13,19,51,2008,China
15422,Archery,Archery,ARC,United Kingdom,3,GBR,3,GBR,29,18,18,65,2012,United Kingdom
15423,Archery,Archery,ARC,United Kingdom,3,GBR,2,GBR,27,23,17,67,2016,Brazil
15424,Archery,Archery,ARC,United Kingdom,3,GBR,4,GBR,22,20,22,64,2020,Japan (Postponed To 2021 Due To The Coronavirus Pandemic)
15425,Archery,Archery,ARC,United Kingdom,3,GBR,7,GBR,14,22,29,65,2024,France
15426,Athletics,Athletics,ATH,United Kingdom,26,GBR,5,GBR,2,3,2,7,1896,Greece
15427,Athletics,Athletics,ATH,United Kingdom,26,GBR,3,GBR,15,7,9,31,1900,France
15428,Athletics,Athletics,ATH,United Kingdom,26,GBR,9,GBR,1,1,0,2,1904,United States
15429,Athletics,Athletics,ATH,United Kingdom,26,GBR,1,GBR,56,51,39,146,1908,United Kingdom
15430,Athletics,Athletics,ATH,United Kingdom,26,GBR,3,GBR,10,15,16,41,1912,Sweden
15431,Athletics,Athletics,ATH,United Kingdom,26,GBR,4,GBR,14,15,13,42,1920,Belgium
15432,Athletics,Athletics,ATH,United Kingdom,26,GBR,4,GBR,9,13,12,34,1924,France
15433,Athletics,Athletics,ATH,United Kingdom,26,GBR,11,GBR,3,10,7,20,1928,Netherlands
15434,Athletics,Athletics,ATH,United Kingdom,26,GBR,9,GBR,5,7,5,17,1932,United States
15435,Athletics,Athletics,ATH,United Kingdom,26,GBR,12,GBR,4,7,3,14,1936,Germany
15436,Athletics,Athletics,ATH,United Kingdom,26,GBR,12,GBR,3,14,6,23,1948,United Kingdom
15437,Athletics,Athletics,ATH,United Kingdom,26,GBR,18,GBR,1,2,8,11,1952,Finland
15438,Athletics,Athletics,ATH,United Kingdom,26,GBR,8,GBR,6,7,11,24,1956,Australia
15439,Athletics,Athletics,ATH,United Kingdom,26,GBR,12,GBR,2,6,12,20,1960,Italy
15440,Athletics,Athletics,ATH,United Kingdom,26,GBR,10,GBR,4,12,2,18,1964,Japan
15441,Athletics,Athletics,ATH,United Kingdom,26,GBR,10,GBR,5,5,3,13,1968,Mexico
15442,Athletics,Athletics,ATH,United Kingdom,26,GBR,12,GBR,4,5,9,18,1972,West Germany
15443,Athletics,Athletics,ATH,United Kingdom,26,GBR,13,GBR,3,5,5,13,1976,Canada
15444,Athletics,Athletics,ATH,United Kingdom,26,GBR,9,GBR,5,7,9,21,1980,Soviet Union
15445,Athletics,Athletics,ATH,United Kingdom,26,GBR,11,GBR,5,11,21,37,1984,United States
15446,Athletics,Athletics,ATH,United Kingdom,26,GBR,12,GBR,5,10,9,24,1988,South Korea
15447,Athletics,Athletics,ATH,United Kingdom,26,GBR,13,GBR,5,3,12,20,1992,Spain
15448,Athletics,Athletics,ATH,United Kingdom,26,GBR,36,GBR,1,8,6,15,1996,United States
15449,Athletics,Athletics,ATH,United Kingdom,26,GBR,10,GBR,11,10,7,28,2000,Australia
15450,Athletics,Athletics,ATH,United Kingdom,26,GBR,10,GBR,9,9,12,30,2004,Greece
15451,Athletics,Athletics,ATH,United Kingdom,26,GBR,4,GBR,19,13,19,51,2008,China
15452,Athletics,Athletics,ATH,United Kingdom,26,GBR,3,GBR,29,18,18,65,2012,United Kingdom
15453,Athletics,Athletics,ATH,United Kingdom,26,GBR,2,GBR,27,23,17,67,2016,Brazil
15454,Athletics,Athletics,ATH,United Kingdom,26,GBR,4,GBR,22,20,22,64,2020,Japan (Postponed To 2021 Due To The Coronavirus Pandemic)
15455,Athletics,Athletics,ATH,United Kingdom,26,GBR,7,GBR,14,22,29,65,2024,France
15456,Badminton,Badminton,BDM,United Kingdom,0,GBR,5,GBR,2,3,2,7,1896,Greece
15457,Badminton,Badminton,BDM,United Kingdom,0,GBR,3,GBR,15,7,9,31,1900,France
15458,Badminton,Badminton,BDM,United Kingdom,0,GBR,9,GBR,1,1,0,2,1904,United States
15459,Badminton,Badminton,BDM,United Kingdom,0,GBR,1,GBR,56,51,39,146,1908,United Kingdom
15460,Badminton,Badminton,BDM,United Kingdom,0,GBR,3,GBR,10,15,16,41,1912,Sweden
15461,Badminton,Badminton,BDM,United Kingdom,0,GBR,4,GBR,14,15,13,42,1920,Belgium
15462,Badminton,Badminton,BDM,United Kingdom,0,GBR,4,GBR,9,13,12,34,1924,France
15463,Badminton,Badminton,BDM,United Kingdom,0,GBR,11,GBR,3,10,7,20,1928,Netherlands
15464,Badminton,Badminton,BDM,United Kingdom,0,GBR,9,GBR,5,7,5,17,1932,United States
15465,Badminton,Badminton,BDM,United Kingdom,0,GBR,12,GBR,4,7,3,14,1936,Germany
15466,Badminton,Badminton,BDM,United Kingdom,0,GBR,12,GBR,3,14,6,23,1948,United Kingdom
15467,Badminton,Badminton,BDM,United Kingdom,0,GBR,18,GBR,1,2,8,11,1952,Finland
15468,Badminton,Badminton,BDM,United Kingdom,0,GBR,8,GBR,6,7,11,24,1956,Australia
15469,Badminton,Badminton,BDM,United Kingdom,0,GBR,12,GBR,2,6,12,20,1960,Italy
15470,Badminton,Badminton,BDM,United Kingdom,0,GBR,10,GBR,4,12,2,18,1964,Japan
15471,Badminton,Badminton,BDM,United Kingdom,0,GBR,10,GBR,5,5,3,13,1968,Mexico
15472,Badminton,Badminton,BDM,United Kingdom,0,GBR,12,GBR,4,5,9,18,1972,West Germany
15473,Badminton,Badminton,BDM,United Kingdom,0,GBR,13,GBR,3,5,5,13,1976,Canada
15474,Badminton,Badminton,BDM,United Kingdom,0,GBR,9,GBR,5,7,9,21,1980,Soviet Union
15475,Badminton,Badminton,BDM,United Kingdom,0,GBR,11,GBR,5,11,21,37,1984,United States
15476,Badminton,Badminton,BDM,United Kingdom,0,GBR,12,GBR,5,10,9,24,1988,South Korea
15477,Badminton,Badminton,BDM,United Kingdom,0,GBR,13,GBR,5,3,12,20,1992,Spain
15478,Badminton,Badminton,BDM,United Kingdom,0,GBR,36,GBR,1,8,6,15,1996,United States
15479,Badminton,Badminton,BDM,United Kingdom,0,GBR,10,GBR,11,10,7,28,2000,Australia
15480,Badminton,Badminton,BDM,United Kingdom,0,GBR,10,GBR,9,9,12,30,2004,Greece
15481,Badminton,Badminton,BDM,United Kingdom,0,GBR,4,GBR,19,13,19,51,2008,China
15482,Badminton,Badminton,BDM,United Kingdom,0,GBR,3,GBR,29,18,18,65,2012,United Kingdom
15483,Badminton,Badminton,BDM,United Kingdom,0,GBR,2,GBR,27,23,17,67,2016,Brazil
15484,Badminton,Badminton,BDM,United Kingdom,0,GBR,4,GBR,22,20,22,64,2020,Japan (Postponed To 2021 Due To The Coronavirus Pandemic)
15485,Badminton,Badminton,BDM,United Kingdom,0,GBR,7,GBR,14,22,29,65,2024,France
15486,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,5,GBR,2,3,2,7,1896,Greece
15487,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,3,GBR,15,7,9,31,1900,France
15488,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,9,GBR,1,1,0,2,1904,United States
15489,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,1,GBR,56,51,39,146,1908,United Kingdom
15490,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,3,GBR,10,15,16,41,1912,Sweden
15491,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,4,GBR,14,15,13,42,1920,Belgium
15492,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,4,GBR,9,13,12,34,1924,France
15493,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,11,GBR,3,10,7,20,1928,Netherlands
15494,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,9,GBR,5,7,5,17,1932,United States
15495,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,12,GBR,4,7,3,14,1936,Germany
15496,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,12,GBR,3,14,6,23,1948,United Kingdom
15497,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,18,GBR,1,2,8,11,1952,Finland
15498,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,8,GBR,6,7,11,24,1956,Australia
15499,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,12,GBR,2,6,12,20,1960,Italy
15500,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,10,GBR,4,12,2,18,1964,Japan
15501,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,10,GBR,5,5,3,13,1968,Mexico
15502,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,12,GBR,4,5,9,18,1972,West Germany
15503,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,13,GBR,3,5,5,13,1976,Canada
15504,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,9,GBR,5,7,9,21,1980,Soviet Union
15505,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,11,GBR,5,11,21,37,1984,United States
15506,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,12,GBR,5,10,9,24,1988,South Korea
15507,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,13,GBR,5,3,12,20,1992,Spain
15508,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,36,GBR,1,8,6,15,1996,United States
15509,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,10,GBR,11,10,7,28,2000,Australia
15510,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,10,GBR,9,9,12,30,2004,Greece
15511,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,4,GBR,19,13,19,51,2008,China
15512,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,3,GBR,29,18,18,65,2012,United Kingdom
15513,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,2,GBR,27,23,17,67,2016,Brazil
15514,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,4,GBR,22,20,22,64,2020,Japan (Postponed To 2021 Due To The Coronavirus Pandemic)
15515,Baseball and Softball,Baseball,BSB,United Kingdom,0,GBR,7,GBR,14,22,29,65,2024,France
15516,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,5,GBR,2,3,2,7,1896,Greece
15517,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,3,GBR,15,7,9,31,1900,France
15518,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,9,GBR,1,1,0,2,1904,United States
15519,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,1,GBR,56,51,39,146,1908,United Kingdom
15520,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,3,GBR,10,15,16,41,1912,Sweden
15521,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,4,GBR,14,15,13,42,1920,Belgium
15522,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,4,GBR,9,13,12,34,1924,France
15523,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,11,GBR,3,10,7,20,1928,Netherlands
15524,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,9,GBR,5,7,5,17,1932,United States
15525,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,12,GBR,4,7,3,14,1936,Germany
15526,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,12,GBR,3,14,6,23,1948,United Kingdom
15527,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,18,GBR,1,2,8,11,1952,Finland
15528,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,8,GBR,6,7,11,24,1956,Australia
15529,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,12,GBR,2,6,12,20,1960,Italy
15530,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,10,GBR,4,12,2,18,1964,Japan
15531,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,10,GBR,5,5,3,13,1968,Mexico
15532,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,12,GBR,4,5,9,18,1972,West Germany
15533,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,13,GBR,3,5,5,13,1976,Canada
15534,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,9,GBR,5,7,9,21,1980,Soviet Union
15535,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,11,GBR,5,11,21,37,1984,United States
15536,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,12,GBR,5,10,9,24,1988,South Korea
15537,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,13,GBR,5,3,12,20,1992,Spain
15538,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,36,GBR,1,8,6,15,1996,United States
15539,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,10,GBR,11,10,7,28,2000,Australia
15540,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,10,GBR,9,9,12,30,2004,Greece
15541,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,4,GBR,19,13,19,51,2008,China
15542,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,3,GBR,29,18,18,65,2012,United Kingdom
15543,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,2,GBR,27,23,17,67,2016,Brazil
15544,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,4,GBR,22,20,22,64,2020,Japan (Postponed To 2021 Due To The Coronavirus Pandemic)
15545,Baseball and Softball,Softball,SBL,United Kingdom,0,GBR,7,GBR,14,22,29,65,2024,France
15546,Basketball,3x3,BK3,United Kingdom,0,GBR,5,GBR,2,3,2,7,1896,Greece
15547,Basketball,3x3,BK3,United Kingdom,0,GBR,3,GBR,15,7,9,31,1900,France
15548,Basketball,3x3,BK3,United Kingdom,0,GBR,9,GBR,1,1,0,2,1904,United States
15549,Basketball,3x3,BK3,United Kingdom,0,GBR,1,GBR,56,51,39,146,1908,United Kingdom
15550,Basketball,3x3,BK3,United Kingdom,0,GBR,3,GBR,10,15,16,41,1912,Sweden
15551,Basketball,3x3,BK3,United Kingdom,0,GBR,4,GBR,14,15,13,42,1920,Belgium
15552,Basketball,3x3,BK3,United Kingdom,0,GBR,4,GBR,9,13,12,34,1924,France
15553,Basketball,3x3,BK3,United Kingdom,0,GBR,11,GBR,3,10,7,20,1928,Netherlands
15554,Basketball,3x3,BK3,United Kingdom,0,GBR,9,GBR,5,7,5,17,1932,United States
15555,Basketball,3x3,BK3,United Kingdom,0,GBR,12,GBR,4,7,3,14,1936,Germany
15556,Basketball,3x3,BK3,United Kingdom,0,GBR,12,GBR,3,14,6,23,1948,United Kingdom
15557,Basketball,3x3,BK3,United Kingdom,0,GBR,18,GBR,1,2,8,11,1952,Finland
15558,Basketball,3x3,BK3,United Kingdom,0,GBR,8,GBR,6,7,11,24,1956,Australia
15559,Basketball,3x3,BK3,United Kingdom,0,GBR,12,GBR,2,6,12,20,1960,Italy
